text,all_keyphrases,best_keyphrase,bertscore,all_scores
the current arrangement for american diners is that by choosing to eat in a restaurant we agree to subsidize a portion of the restaurants cost for service. diners do not get to select or supervise the server but we can compensate servers according to how we value the service we receive. this is not a universal system but how it could ever be significantly changed in the us is not immediately obvious.,"['Restaurant cost subsidization', 'Diner compensation of servers', 'Server selection limitations', 'US tipping system', 'System change difficulty']",Restaurant cost subsidization,0.8321830630302429,"[0.8321830630302429, 0.8297225832939148, 0.8059056401252747, 0.8253467082977295, 0.8077036142349243]"
the current school day/year was good enough for us and its good enough for our kids. why are so many people still pointing to europe or japan as if they are producing the world leaders? they are not. the technology you are using now to read this all came from right here from americans like steve jobs who fortunately had their summers off to dream and play and learn some thing on their own. don't stress my kids with this utopian idea - send your own kids to summer school.,"['current school day sufficient', 'European/Japanese model irrelevant', 'American technological innovation', 'summer breaks crucial for creativity', 'summer school unnecessary']",current school day sufficient,0.8353031873703003,"[0.8353031873703003, 0.812101423740387, 0.8149906992912292, 0.8131067156791687, 0.8179315328598022]"
the day before the massacre/murder happened i was talking with my friend and having our usual debate. we lamented what was in our state of north carolina and lamented the politicization. as we concluded our conversation i remarked something bad is going to happen. and so it did. i put my blame on the president; he blamed christians. hmmmm. time for spin for all parties.,"['Massacre/murder impending', 'Political lamentation', 'Premonition of tragedy', 'Presidential blame', 'Blame shifting']",Presidential blame,0.8227059841156006,"[0.8206900358200073, 0.8148369193077087, 0.8144571781158447, 0.8227059841156006, 0.8049819469451904]"
"the desire to continue punishing people who have served their sentence and paid their debt to society is pervasive, unjust and inhumane. it seems all too many of us would prefer to push individuals with a criminal record off the proverbial edge over extending a hand to help them regain their footing. fear may be at the bottom of this pattern of behavior but in my view it only makes things worse in the long run.","['Post-sentence punishment', 'Inhumane treatment of ex-offenders', 'Societal rejection of ex-offenders', 'Fear-based approach to rehabilitation', 'Helping ex-offenders regain footing']",Inhumane treatment of ex-offenders,0.8583637475967407,"[0.8390794396400452, 0.8583637475967407, 0.8527121543884277, 0.8373444676399231, 0.8524377346038818]"
"the difference between documented and undocumented is clearly that the documented are identified by official documents while the undocumented are not. providing ids means that the holders are identified by official documents. while those who applied before coming here are eligible for whatever their documents stipulate those who just showed up have whatever they have been able to take for themselves. de facto the undocumented become documented regardless of whether they followed the official rules or ignored them, and both are effectively officially entitled to act however they have been. effectively the ids would make people into legitimate residents and workers, making visas and work permits meaningless obstacles to anyone who wishes to live and to work here. it would be better to just provide all undocumented with legal status provided that they apply and complete the formal process. at least the brazen criminals might be identified and deported.","['Documented vs. undocumented', 'Official identification documents', 'Eligibility based on documents', 'De facto documentation', 'Legal status application']",Documented vs. undocumented,0.8305617570877075,"[0.8305617570877075, 0.8032045960426331, 0.8075428009033203, 0.8124633431434631, 0.8022018671035767]"
"the difference between us and them is that we don't target civilians as a matter of policy. that said, i wish we could draft the children and grandchildren of those who demand we conduct war by sending troops instead of drones.","['civilian targeting policy', 'troop deployment', 'drone warfare', 'generational consequences', 'war demand']",generational consequences,0.8467504978179932,"[0.8304494619369507, 0.8155086636543274, 0.8097673654556274, 0.8467504978179932, 0.8103079795837402]"
"the dirty little secret is that health care providers have consolidated since the aca was passed. there is less competition for service and the idea that the government or an insurance company can dictate the fees to a handful of competent providers is failing even for the private option called medicare, medicaid, indian health and the va. not only do we have less competent providers, many of them will no longer accept medicare payments.","['Healthcare provider consolidation', 'Reduced service competition', 'Fee dictation failure', 'Medicare payment rejection', 'Less competent providers']",Less competent providers,0.837898850440979,"[0.8321635723114014, 0.8240988850593567, 0.819905698299408, 0.8227733373641968, 0.837898850440979]"
the employers who hire undocumented workers place a burden upon the society to either condone what they are doing or to act against it. not doing anything about it results in worse living conditions for all as people who live without the rights and legal protections increase the misery for everyone. california's solution has been to try to be inclusive so that undocumented immigrants function in society mostly like everyone else without formally accepting the undocumented as legal residents but it's sidestepping the issue. the issues are whether california and the u.s. controls the borders and whether it enforces it's laws about immigrant and working in the state remain in no way resolved. children who identify as americans but who never were naturalized live in a strange condition which leaves them less than fully enfranchised and legally subject to deportation and unable to act as any another american is entitled. workers who are being exploited can do little about it unless they can force the employers on their own. we in california have not found an acceptable solution that can be relied upon indefinitely.,"['Undocumented worker burden on society', ""California's inclusive approach"", 'Unresolved border control issues', 'Legal status of American-identified children', ""Exploited workers' limited recourse""]",Undocumented worker burden on society,0.8191184401512146,"[0.8191184401512146, 0.8110166192054749, 0.8015655279159546, 0.8159180283546448, 0.7820245623588562]"
"the entire republican agenda regarding healthcare is to siphon off tax dollars to give to insurance companies and not to provide any health care. same with social security, privatize it giving billions to wall street to manage to garner fees and lose recipients hard earned money. what a bunch of crooks. leading the way is the american enterprise institute. super crooks.","['Republican healthcare agenda', 'Siphon tax dollars to insurance', 'Privatize social security', 'Billions to Wall Street', 'American Enterprise Institute']",Siphon tax dollars to insurance,0.8567375540733337,"[0.8548431992530823, 0.8567375540733337, 0.8278958201408386, 0.8145256638526917, 0.812938392162323]"
the entire issue then seems to one of inadequate funding and sometimes inability to even do the job. a short while ago we made great strides in reducing average class sizes at least for k-3. now all those gains have evaporated in the crucible of 'can't afford any new taxes.' we are raising a huge number of kids who don't/can't read and certainly cannot write.,"['inadequate funding', 'inability to do the job', 'reduced class sizes', 'evaporated gains', ""kids can't read/write""]",inability to do the job,0.858329176902771,"[0.8166780471801758, 0.858329176902771, 0.8412705659866333, 0.8006354570388794, 0.8419028520584106]"
the era when there were no public schools was not a good socio-economic time in the life of our nation. anything which weakens public schools and their funding will result in the most vulnerable youth of america being left out of the chance to get an education.,"['Public school era', 'Socio-economic impact', 'Public school funding', 'Vulnerable youth', 'Education access']",Public school funding,0.8574835062026978,"[0.840761661529541, 0.8254387974739075, 0.8574835062026978, 0.8439494967460632, 0.8080208897590637]"
"the evaluations were either wonderful or abysmal. most students said that i respected every student and welcomed every question, and then others said i belittled students for asking questions. i was both the best teacher ever, or the worst. i quit looking after a couple of semesters.","['Wonderful or abysmal evaluations', 'Respected students, welcomed questions', 'Belittled students for questions', 'Best teacher ever / worst teacher ever', 'Quit after a couple semesters']",Quit after a couple semesters,0.8660212755203247,"[0.8432705998420715, 0.8420393466949463, 0.8443282246589661, 0.861586332321167, 0.8660212755203247]"
"the fact bush got elected twice and perry several times in texas proves the point that people don't vote using informed decisions. but that said, democracy requires the active participation of the people. just making everyone informed is not the answer as information itself can be controlled. it is also hard to swallow that voters need to be informed. heck, the right wing politicians these days are not informed. maybe start there. (unless bachman, cain, perry, bush, palin, etc... are actually well informed deep thinkers putting on a ruse to avoid looking too erudite or pedantic. but i doubt that. if any thing, perhaps elections should be dismissed if a plurality does not vote.","[""Bush's re-election"", ""Perry's Texas victories"", 'Uninformed voting decisions', ""Democracy's active participation"", 'Information control']",Bush's re-election,0.828009843826294,"[0.828009843826294, 0.8034527897834778, 0.8173862099647522, 0.8187815546989441, 0.8018597364425659]"
"the fact that marijuana is vastly less harmful than alcohol or tobacco is completely ignored. if this guy was serious about health, he would call for alcohol prohibition. why is alcohol okay? because it's the drug of choice for white men. so he wants to live in a country where less harmful options to alcohol are illegal and those laws are enforced by judges and prosecutors who drink martinis to celebrate. love this guy.","['Marijuana less harmful than alcohol', 'Alcohol prohibition hypocrisy', ""Alcohol's acceptance questioned"", 'Racial bias in drug policy', 'Enforcement by alcohol users']",Marijuana less harmful than alcohol,0.8622820377349854,"[0.8622820377349854, 0.8272289633750916, 0.8223026990890503, 0.8282000422477722, 0.826245903968811]"
"the fact that the newspaper of record can host a debate on the proposed expansion of off-shore drilling, with all we know about climate change, with the history of the bp disaster, should be all the proof anyone needs that we have a sick, greed-driven group of people making and reporting on our energy and economic policies. unless the people rise up and challenge this insanity, people like rob whittman will see to it that we leave our children with a very bleak future.","['Offshore drilling expansion debate', 'Climate change ignored', 'BP disaster history', 'Greed-driven energy policies', 'Bleak future for children']",Greed-driven energy policies,0.8517265915870667,"[0.8404984474182129, 0.8359242677688599, 0.8244694471359253, 0.8517265915870667, 0.8161922097206116]"
"the farm subsidies actually hurt the type of farm that has traditionally been the backbone of america. i refer to the small to medium size family farm. smaller farms can detail their crops and rotations to better conserve soil and water. they support a traditional farmer life style. small farms support small towns, local banks, grocery stores, schools, equipment dealers and a wide farmer's work ethic. larger farms destroy all of this. if we support farms in order to help america, let's support small farms that actually help it.","['Farm subsidies harm small farms', 'Small farms conserve resources', 'Small farms support rural communities', 'Large farms have negative impacts', 'Support small family farms']",Farm subsidies harm small farms,0.8774656653404236,"[0.8774656653404236, 0.8492598533630371, 0.8487284183502197, 0.8422170281410217, 0.8567058444023132]"
"the fiction of the court being apolitical is evidenced by innumerable decisions where the court breaks along ideological lines (see: bush v. gore). in the case of trump, demanding that justices should be neutral is like saying the justices should not stop an imminent threat against their person or another citizen --but wait for a case to come before the court. there are some threats that common decency, patriotism and self-preservation demand immediate action. denouncing the demagogue trump falls into that category.","[""Court's apolitical fiction"", 'Ideological court decisions', 'Bush v. Gore example', 'Immediate action necessity', 'Denouncing Trump']",Bush v. Gore example,0.8388336300849915,"[0.8304442763328552, 0.8076314330101013, 0.8388336300849915, 0.818687915802002, 0.8161231279373169]"
"the first thing that will come will be taxes for registering names, etc... this will allow for the un to have full control of the dns namespace which if the controlling entity desires could be used for full internet censorship. don't like an alternative media website, simply collide the domains for their sites, or have a un meeting to pull the domains for whatever created reasons chosen. businesses will be forced to pay taxes or be de-listed this is completely a bad thing for all...","['DNS namespace control', 'Internet censorship', 'Domain collisions', 'Forced business taxes', 'UN control']",Internet censorship,0.8320333957672119,"[0.8284909725189209, 0.8320333957672119, 0.8093076348304749, 0.8275793790817261, 0.8149392604827881]"
"the focus on tenure is just another simplistic approach to changing our educational system. the judge also overlooked that tenure can help attract teachers. living in west virginia, a state with many small and isolated communities, why would any teacher without personal ties to our state come here, if she can fired at will? i know that i and my wife would not.","['Tenure in education', 'Tenure attracts teachers', 'Teacher retention', 'Isolated communities', 'Firing at will']",Isolated communities,0.8352208137512207,"[0.8118245601654053, 0.8336162567138672, 0.8198543787002563, 0.8352208137512207, 0.830716609954834]"
"the foolishness and selfishness of arguments like these never ceases to amaze me. i've had this argument with other anti-vaxxer parents, and they can't seem to get it through their skulls that the main reason they don't have to vaccinate their children-is be cause all the other responsible parents have already done so!!! they lack any understanding of what a social contract is or why it is necessary for civil life to continue, let alone the danger their sweet little child poses to people vulnerable to these diseases. hey, why should i pay my taxes to pave my streets when all my neighbors have me covered on that one? jeez","['anti-vaxxer parent arguments', 'selfishness of anti-vaccine views', 'lack of social contract understanding', 'danger to vulnerable populations', 'irresponsible behavior analogy']",anti-vaxxer parent arguments,0.8407779932022095,"[0.8407779932022095, 0.8300226330757141, 0.8224681615829468, 0.8086645007133484, 0.7915781736373901]"
"the gambling industry is an entirely predatory exploitation of human weakness and greed. the mathematically challenged are exploited with the false hope of riches while our communities are stripped of vital economic resources. far better we tax ourselves fairly to promote industry, rebuild our infrastructure and educate our population and provide universal healthcare than to support these entirely regressive enterprises.","['Predatory gambling exploitation', 'Exploitation of human weakness', 'Regressive gambling enterprises', 'Taxation for social programs', 'Community economic resources']",Regressive gambling enterprises,0.8507823944091797,"[0.8183559775352478, 0.8277326822280884, 0.8507823944091797, 0.8028771877288818, 0.8322473168373108]"
the games should proceed. athletes have made tremendous sacrifices to qualify and be prepared. it would be cruel to deny them their chance. in the future the games should be held in countries within the top say 15 gdp per capita.,"['Games should proceed', 'Athlete sacrifices', ""Deny athletes' chance"", 'Future Games location', 'Top 15 GDP per capita']",Games should proceed,0.8595821261405945,"[0.8595821261405945, 0.8226344585418701, 0.822522759437561, 0.8172683715820312, 0.8502190709114075]"
"the gestures made by sweden and britain's parliament will stop the palestinians from considering a compromise on boundaries. as long as israel is blamed for the failure of negotiations, palestinians will feel they have no reason to make any concessions to israel, since the world says that israel must give up territory and that palestinians needn't do anything.","['Swedish and British parliament gestures', 'Palestinian compromise on boundaries', 'Blame on Israel', 'Palestinian concessions', ""Israel's territorial concessions""]",Palestinian compromise on boundaries,0.8565880656242371,"[0.8224664926528931, 0.8565880656242371, 0.810817301273346, 0.8257431387901306, 0.8394697904586792]"
"the historical importance and portent of both cuba and viet nam is that a united nation with a will and solid determination can defy the isa and survive for america to reconsider and start pulling back. the price paid by both is almost super human , the outcome justifies it.","['Cuban and Vietnamese resistance', 'Defiance of ISA', 'American reconsideration', 'High human cost', 'Justified outcome']",Cuban and Vietnamese resistance,0.8272226452827454,"[0.8272226452827454, 0.8187098503112793, 0.8131986260414124, 0.8171283602714539, 0.8047280311584473]"
"the humanities, especially at 'research' universities, can be more for the professors than the students. but cuts in the humanities and liberal arts will generate a society of one-dimensional engineers. nothing wrong with engineers (some of my best friends are engineers!), but they then are unsophisticated societally, and become more vulnerable to demogoguery and other like-mindless politics. man may eat by bread alone, and we need to have it buttered, but there's a need to be able to figure out which side is buttered.","['Humanities benefit professors more than students', 'Humanities cuts create one-dimensional society', 'Engineers lack societal sophistication', 'Vulnerability to demagoguery', 'Critical thinking societal need']",Humanities cuts create one-dimensional society,0.8531399965286255,"[0.8392065167427063, 0.8531399965286255, 0.83043372631073, 0.8268813490867615, 0.8062186241149902]"
"the humanity shares the same values regardless of their belifs, whether they are jews, christian, or muslims. also the differences in belifes do not gives specific group or any nation rights to occupy another groups or nation, because they have different values. that is unjust and unfair. it is not democrtic and not ethical. what professor khalidi has said is completely right and fair, that our country blindly siding israel for no common interst. bitting drumer for war with iran is unjustified.","['Shared human values', 'Religious differences', 'Unjust occupation', 'Blind support for Israel', 'Unjustified war with Iran']",Unjustified war with Iran,0.8242602944374084,"[0.8228418827056885, 0.8047841191291809, 0.8055574297904968, 0.8081955313682556, 0.8242602944374084]"
"the idea that mr. adams supports--self-regulation by companies--is deeply flawed. while waiting for the markets to punish companies for bad behavior, many people are harmed. the harm can be both financial and physical. the lag time between the misdeed, the discovery, and the correction can be years. many of the regulations we have in place are reactions to the failure of individuals and companies to behave in ethical and legal ways. businesses fumbled away their opportunities for self regulation a long time ago. that said, businesses still have a right to participate in the writing of regulations, as do their customers and other stakeholders. regulations are, by nature, burdensome. often the weight of the burden is prompted by the serious nature of the original offense.","['Self-regulation by companies', 'Market punishment lag time', 'Financial and physical harm', 'Regulatory reactions to failures', 'Burdensome regulations']",Self-regulation by companies,0.8501223921775818,"[0.8501223921775818, 0.8173004388809204, 0.8099092245101929, 0.8256835341453552, 0.8059104681015015]"
the idea that eliminating taxes on the major income source of the wealthy is worthy of debate merely demonstrates the pathetic and corrupt state of us politics. those who are dishonest enough to make a case that the wealthy and corporations don't have a responsibility to the commonwealth of the country do not deserve a forum.,"['Tax cuts for the wealthy', 'Corrupt US politics', 'Wealthy avoid responsibility', 'No forum for dishonesty', 'Commonwealth responsibility']",Tax cuts for the wealthy,0.8581464290618896,"[0.8581464290618896, 0.8412589430809021, 0.8143262267112732, 0.8391103148460388, 0.8203141093254089]"
"the ideological undercurrent to this whole debate is whether or not we believe in the government enough to do its job. there should be no question that state institutions should be able to run publicly paid institutions that reflect the public's needs. fiscal conservatives don't want to limit government, they just want to outsource it. the private sector is interested in profit. the public sector is interested in fulfilling the public's interest. without it there is no government. there is only a shell whose surface is big smiling millionaires and high paid lobbyists who don't provide any service other than bureaucracy. bring the idea of government back.","[""Government's role"", 'Public vs. private sector', 'Outsourcing government', 'Fiscal conservatism', 'Public interest']",Public vs. private sector,0.8342556357383728,"[0.7952461242675781, 0.8342556357383728, 0.8109440803527832, 0.817656397819519, 0.7952181696891785]"
"the issue is not about all christians. it is not about all conservative christians. it is not about all orthodox christians. it is about a segment of radical christian fundamentalists that are vigorous in promoting a worldview that is based on a literal reading of some sentences in the old testament and are resistant to accepting cultural change and living in a secular society. i am understanding of their dismay and anger - after all, america has become a society where individualism, commercialism, materialism and transnational capitalism have triumphed over community, charity, spirituality and democratic socialism. they feel that they are under attack, just as men did when women received the vote and as whites did in the 1960s who had to live with the civil rights act and the voting rights act, which empowered minorities. radical muslim fundamentalists form a very small proportion of the world's entire muslim population, just a radical muslim fundamentalists form a very small proportion of the world's entire christian population. change is inevitable in america, and members of those radical fundamentalist groups are angry and afraid. i understand their emotions, and deplore their actions, be it orlando or charleston.","['Radical Christian fundamentalists', 'Literal Old Testament interpretation', 'Resistance to cultural change', 'Anger and fear of change', 'Deplorable actions']",Radical Christian fundamentalists,0.827307939529419,"[0.827307939529419, 0.8001859188079834, 0.8121280074119568, 0.808424174785614, 0.7818279266357422]"
the issue is what do i have to pay for the bankers to have the privlege of using my money to make a profit. in older times they went out and made good investments. now they just want to shake me down for every last farthing. shame on them. they will be made to change and the sooner the better.,"[""Bankers' profit from customer money"", 'Cost of banking services', 'Exploitative banking practices', 'Outdated banking methods', 'Demand for banking reform']",Bankers' profit from customer money,0.8576103448867798,"[0.8576103448867798, 0.8164505362510681, 0.7942571043968201, 0.8221177458763123, 0.826978862285614]"
"the issue isn't whether or not cuba has a good economic system and cronies in high political office, the issue is what is the most efficacious way to encourage reform in cuba? clearly your way isn't working, and it has been given 50 years. remember the definition of insanity. furthermore, 99% of the world, as you correctly point out, believe sanctions are a bad idea. hmmm...","['Cuban economic reform', 'Ineffectual sanctions', 'Sixty years of sanctions', 'Global opposition to sanctions', 'Alternative reform strategies']",Global opposition to sanctions,0.8369874954223633,"[0.8355933427810669, 0.8168640732765198, 0.8286774158477783, 0.8369874954223633, 0.8257874250411987]"
"the juvenile attitude in which people treat legalization is embarrassing. we need more study? contrary to what some believe, cannabis has been around forever, and people have been smoking it forever. we don't need more study, we need to legalize and treat our populace like adults. we do so many things that are much more dangerous but we don't go to jail for them.","['Juvenile attitude towards legalization', 'Need for legalization, not more study', ""Cannabis' long history of use"", 'Treating populace like adults', 'Legalization despite other dangers']",Treating populace like adults,0.8384151458740234,"[0.8348555564880371, 0.8320637345314026, 0.8174295425415039, 0.8384151458740234, 0.8120011687278748]"
"the key advantage for 3d printing will be mass customization -- not mass production. there will undoubtedly be vast improvements in the feedstock materials for the printers. and there will be applications in which traditional manufacturing processes will be better. but 3d printing will allow for customer choice on a scale not now possible. take the example of a kitchen. we now build the shelving around the refrigerator, stove and dishwasher. why not build a refrigerator to the dimensions and heights that work for me and the room? the printer can build the shelves that go around the unit as well. the refrigerator may have a motor and compressor that is manufactured by traditional methods but the rest can be uniquely fabricated by 3d printers exactly to the customer specs! can we do this today. no. but most likely in less than decade.","['Mass customization, not mass production', 'Improved feedstock materials', '3D printing for customer choice', 'Customizable kitchen appliances', 'Unique fabrication to customer specs']",3D printing for customer choice,0.8451725244522095,"[0.8449708819389343, 0.8257722854614258, 0.8451725244522095, 0.8141552209854126, 0.8400236964225769]"
"the key question here is not ""are polygamists deviant?"" the key question is whether ""child abuse and exploitation of women are not inherent in polygamy,"" as the author states. professor banks, can you site a single existing or historical example of a society that allowed polygamy but wasn't patriarchal or didn't exploit women? you can't, because there aren't any such examples. every shred of evidence, present and past, shows that child abuse and exploitation of women are inherent in polygamy.","['Polygamy and deviance', 'Polygamy and child abuse', 'Polygamy and exploitation of women', 'Patriarchy in polygamy', 'Lack of non-patriarchal polygamy']",Polygamy and exploitation of women,0.8301916718482971,"[0.8026251792907715, 0.8123952746391296, 0.8301916718482971, 0.8126806020736694, 0.8294312953948975]"
"the key to corporate regulation is not to provide a corporation with full 14th amendment rights, after all if an individual is convicted of breaking a law he/she may be subject to incarceration. corporate law breakers may be subject to fines but rarely prison terms. the board of directors is a good place to start handing out personal responsibility.","['Corporate regulation key', '14th Amendment rights', 'Corporate lawbreakers', 'Board of directors', 'Personal responsibility']",14th Amendment rights,0.8412873148918152,"[0.8375850915908813, 0.8412873148918152, 0.839127242565155, 0.8190449476242065, 0.8337830901145935]"
"the late edward abbey had a novel idea: allow anyone into a national park if travelling under their own steam -- walking, biking, skiing, etc. after all, getting out of the car is the best way to enjoy nature. as for the understandable complaints about children and the elderly not being able to travel in our parks under such a rule, abbey replied that the kids will have their chances later (and we'll have preserved the parks for them), and the elderly had their chances when younger.","['National park access', 'Self-propelled travel only', 'Enjoy nature', ""Children's future access"", ""Elderly's past access""]",National park access,0.8278578519821167,"[0.8278578519821167, 0.8070653676986694, 0.820494532585144, 0.8050891160964966, 0.7923986315727234]"
"the liberals' contributions to this section are basically saying that two articles and four amendments will fix what two articles and three amendments haven't. yet, the states do a good job of running elections and the required ids are easy to get, in a process already overseen by our heavily politicized doj. regarding the extravagant demand for transportation, both major parties have local people who drive you to get ids or to vote already. we should keep that effort in the private sector where it arose. if you are frantic enough not to trust the judicial system already, one more amendment won't cure what ails you. what would help all of us is more knowledge of history - which we won't find on the soros blogs. force people to vote? when all they are interested in is celebrity and sports buzz or their iphones, absolutely not. they'll end up simply voting for the first name, and when that is a goper, we'll have to keep watch over the bridges in the big-city liberal-statist philosophical ghettos/campuses.","['Liberal proposed amendments insufficient', 'States effectively run elections', 'Easy voter ID access', 'Private sector transportation assistance', 'Forced voting ineffective']",Private sector transportation assistance,0.8149464130401611,"[0.8091419339179993, 0.8134898543357849, 0.8067420721054077, 0.8149464130401611, 0.8120794296264648]"
"the long list of horrid players that the united states has done business with, (put in place in some instances) is filled with folks so much worse than the castros. yeah, they've done bad stuff, and yeah, your families had land and stuff taken away, and people have a tough time. tell me about china. tell me about the saudis. tell me about saddam hussein and the money and weapons we gave him. and mubarak. and bin laden. and the shah. and israel. sorry to break the news to you, but castro and his story is so b grade that it no longer merits a response, much less one that has been a total failure.","['horrid players US has dealt with', 'worse than Castros', 'China', 'Saudi Arabia', 'US support for dictators']",horrid players US has dealt with,0.8307243585586548,"[0.8307243585586548, 0.8000532984733582, 0.7743977904319763, 0.7828004360198975, 0.8065741062164307]"
"the low rates quoted by the administration don't include total cost, which in the case of the lowest cost policies include high deductibles and co-pays. the other shell game is that delivering many young and healthy new insureds will offset the cost to the insurance companies of no pre-existing condition restrictions. with high premiums many young people will ignore the law or choose to pay the alternative tax. insurance companies will not lose money; if enough young people don't sign up premiums will rise or companies will stop participating.","['Low rates exclude total cost', 'High deductibles and co-pays', 'Young insureds offset costs', 'High premiums deter signup', ""Insurance companies won't lose money""]",High deductibles and co-pays,0.8551422953605652,"[0.8333753943443298, 0.8551422953605652, 0.8370701670646667, 0.8366294503211975, 0.8426756858825684]"
"the main reason educators argue against home schooling is because it works. it works so well, they have designed the system to work against the parents who chooses to become a primary educator to their own children. the legislators' should embrace the parent's decision and remove legislative road blocks that would hinder and disrespect a parent's unique role in their children's lives. i believe this is called progress in the right direction. one way to overcome this obstacle with sports would be a standardized test that would allow public and homeschooled students to participate in all extra curriculum activities without any bias or discriminatory practices. as it is now, home schooled students are being discriminated against.","['Homeschooling effectiveness', 'Educator opposition to homeschooling', 'Legislative roadblocks to homeschooling', 'Discrimination against homeschooled students', 'Standardized testing for extracurriculars']",Discrimination against homeschooled students,0.858264148235321,"[0.8233736157417297, 0.8383427262306213, 0.855169951915741, 0.858264148235321, 0.815428614616394]"
"the mandate of private corporations is to make a profit. and if the profit is made at the expense of the society that allow the corporation to exist, well, too bad. oil companies foul the environment. financial companies drive the economy into the great recession. airlines have no regard for the people they transport. as long as they make a profit, they are allowed to abuse the public until they are stopped. that is the way it has been since swift and armour canned and sold rotten meat and carnegie sent pinkertons to shoot striking miners.","['corporate profit mandate', 'profit at societal expense', 'environmental damage', 'economic recession caused by finance', 'corporate abuse of public']",economic recession caused by finance,0.8237122297286987,"[0.8177494406700134, 0.8146122097969055, 0.7941496968269348, 0.8237122297286987, 0.8208762407302856]"
"the medical school to which i applied, mcgill, in montreal, emphasized that a major in a biological science was not required-they suggested a full education in the humanitiies. i majored in psychology, and took as many courses in english, latin, and music as i could cram in. i was accepted, and had a satisfying career in pediatric surgery. i congratulate mcgill in not forcing applicants to have a unidimensional premedical education in science, and hope that i was a better dr. for it.","['McGill medical school admissions', 'Humanities-focused pre-med education', 'Psychology major', 'Classical studies coursework', 'Successful pediatric surgery career']",McGill medical school admissions,0.8353809714317322,"[0.8353809714317322, 0.8286756873130798, 0.8072879910469055, 0.7996009588241577, 0.8329184055328369]"
"the money has to come from somewhere. if capital gains are untaxed, that means that the income tax system will become extremely regressive, with the wealthiest americans paying virtually no taxes, and/or another tax, such as a national sales tax (also regressive) would have to be implemented. since this scenario takes a lot of dollars out of the pockets of average people who spend their income, demand would take a huge hit. how would that impact growth and job creation? miron's proposal is, of course, just another permutation of supply side economics. it will be unfair, and it won't work.","['Untaxed capital gains', 'Regressive tax system', 'National sales tax', 'Reduced consumer demand', 'Supply-side economics']",Supply-side economics,0.8394234776496887,"[0.8138710260391235, 0.832399308681488, 0.8321539759635925, 0.8219843506813049, 0.8394234776496887]"
"the narrow libertarian types never stop to think what it costs to not have intercity passenger rail. and one of the costs is airport delays, and the cost of adding another runway, etc. and rail is safer per mile traveled - much safer.","['libertarian rail opposition', 'cost of no rail', 'airport delays', 'rail safety', 'added runway cost']",libertarian rail opposition,0.8465295433998108,"[0.8465295433998108, 0.8400114178657532, 0.8329406976699829, 0.8266404271125793, 0.8380721211433411]"
"the new school meal guidelines from usda will be far more of a game changer than anything walmart does. they also will be far more effective in terms of giving manufacturers good reason to invest the money and effort to develop new products that meet the guidelines while maintaining taste. the fact is, such products on the shelves of walmart will always have the competition from less healthy products such as you allude to. if you want to sell the vast school market, the playing field will be level. the real question is whether local school boards will accept the idea that they can't use school food programs to cross subsidize education, and that federal school meal reimbursements need to go towards school meal production, not school bureacracy overheads.","['USDA school meal guidelines', 'Game changer for food manufacturers', 'Level playing field for healthy products', 'School food program funding', 'Cross-subsidization of education']",USDA school meal guidelines,0.8439204692840576,"[0.8439204692840576, 0.8346904516220093, 0.842886745929718, 0.8257304430007935, 0.832308292388916]"
"the notion of manhood traits aroses from primal times when manhood connoted the ability to ensure the survival of oneself and then of family and community. so manhood became associated with the warrior, the hunters, the frontiersman, the guard and the provider. woman complemented primarily by being the homemaker, while her man was out in the wild or at war. but ancient threats and dangers are gone, society is relatively safe and women are quite capable of providing for themselves, thank you. but modern threats have taken new forms but the underlying gnawing inner emotions of fear, insecurity, doubt, hopelessness etc still exist. so the new role of a man is to inspire faith where there is fear, courage where there is doubt, hope in despair and love in the midst of hate. all this talk of rough edged muscles, sweatiness instead of perfume, ability to light fires and chop wood are nothing more than sexual fantasies and turn ons - which of course is still necessary for good relationships and survival of the species.","['Primal manhood: survival, provision', 'Manhood: warrior, provider', 'Outdated manhood model', 'Modern manhood: inspiration, hope', 'Manhood: beyond physical strength']","Manhood: warrior, provider",0.8237481117248535,"[0.8230989575386047, 0.8237481117248535, 0.8123778104782104, 0.8183383941650391, 0.8047811985015869]"
"the notion that higher us capital gains rates divert investment abroad to countries with lower rates is simply wrong. because of our economic vigor and stability, and because of the (comparative though still less than perfect) integrity of our legal and financial institutions, the us will always be the most desirable choice for investors-and capital gains taxes (and other taxes) fund the regulatory, educational, and market infrastructure that make economic growth and individual business success more achievable here than anywhere else on earth. dr. miron's argument is ridiculous.","[""Higher capital gains rates don't divert investment abroad"", 'US remains most desirable for investors', 'Strong US economy and institutions', 'Taxes fund crucial infrastructure', ""Miron's argument is flawed""]",Higher capital gains rates don't divert investment abroad,0.8579177260398865,"[0.8579177260398865, 0.8408852815628052, 0.8145565390586853, 0.8197968602180481, 0.8453972935676575]"
